Year,Region,Country,Country Code,Religion,Subreligion,Followers
1950,Africa,Libya,LIB,Buddhism,Other,0
1955,Africa,Libya,LIB,Buddhism,Other,0
1960,Africa,Libya,LIB,Buddhism,Other,0
1965,Africa,Libya,LIB,Buddhism,Other,0
1970,Africa,Libya,LIB,Buddhism,Other,0
1975,Africa,Libya,LIB,Buddhism,Other,0
1980,Africa,Libya,LIB,Buddhism,Other,400
1985,Africa,Libya,LIB,Buddhism,Other,0
1990,Africa,Libya,LIB,Buddhism,Other,5066
1995,Africa,Libya,LIB,Buddhism,Other,0
2000,Africa,Libya,LIB,Buddhism,Other,0
2005,Africa,Libya,LIB,Buddhism,Other,0
2010,Africa,Libya,LIB,Buddhism,Other,0
1960,Africa,Sudan,SUD,Buddhism,Other,0
1965,Africa,Sudan,SUD,Buddhism,Other,0
1970,Africa,Sudan,SUD,Buddhism,Other,0
1975,Africa,Sudan,SUD,Buddhism,Other,0
1980,Africa,Sudan,SUD,Buddhism,Other,0
1985,Africa,Sudan,SUD,Buddhism,Other,0
1990,Africa,Sudan,SUD,Buddhism,Other,0
1995,Africa,Sudan,SUD,Buddhism,Other,0
2000,Africa,Sudan,SUD,Buddhism,Other,0
2005,Africa,Sudan,SUD,Buddhism,Other,0
2010,Africa,Sudan,SUD,Buddhism,Other,0
1945,Mideast,Iran,IRN,Buddhism,Other,0
1950,Mideast,Iran,IRN,Buddhism,Other,0
1955,Mideast,Iran,IRN,Buddhism,Other,0
1960,Mideast,Iran,IRN,Buddhism,Other,0
1965,Mideast,Iran,IRN,Buddhism,Other,0
1970,Mideast,Iran,IRN,Buddhism,Other,0
1975,Mideast,Iran,IRN,Buddhism,Other,0
1980,Mideast,Iran,IRN,Buddhism,Other,0
1985,Mideast,Iran,IRN,Buddhism,Other,0
1990,Mideast,Iran,IRN,Buddhism,Other,0
1995,Mideast,Iran,IRN,Buddhism,Other,0
2000,Mideast,Iran,IRN,Buddhism,Other,0
2005,Mideast,Iran,IRN,Buddhism,Other,0
2010,Mideast,Iran,IRN,Buddhism,Other,0
1945,Mideast,Turkey,TUR,Buddhism,Other,0
1950,Mideast,Turkey,TUR,Buddhism,Other,0
1955,Mideast,Turkey,TUR,Buddhism,Other,0
1960,Mideast,Turkey,TUR,Buddhism,Other,0
1965,Mideast,Turkey,TUR,Buddhism,Other,0
1970,Mideast,Turkey,TUR,Buddhism,Other,0
1975,Mideast,Turkey,TUR,Buddhism,Other,2000
1980,Mideast,Turkey,TUR,Buddhism,Other,4000
1985,Mideast,Turkey,TUR,Buddhism,Other,6000
1990,Mideast,Turkey,TUR,Buddhism,Other,30000
1995,Mideast,Turkey,TUR,Buddhism,Other,0
2000,Mideast,Turkey,TUR,Buddhism,Other,0
2005,Mideast,Turkey,TUR,Buddhism,Other,0
2010,Mideast,Turkey,TUR,Buddhism,Other,0
1945,Mideast,Iraq,IRQ,Buddhism,Other,0
1950,Mideast,Iraq,IRQ,Buddhism,Other,0
1955,Mideast,Iraq,IRQ,Buddhism,Other,0
1960,Mideast,Iraq,IRQ,Buddhism,Other,0
1965,Mideast,Iraq,IRQ,Buddhism,Other,0
1970,Mideast,Iraq,IRQ,Buddhism,Other,0
1975,Mideast,Iraq,IRQ,Buddhism,Other,83
1980,Mideast,Iraq,IRQ,Buddhism,Other,166
1985,Mideast,Iraq,IRQ,Buddhism,Other,0
1990,Mideast,Iraq,IRQ,Buddhism,Other,900
1995,Mideast,Iraq,IRQ,Buddhism,Other,0
2000,Mideast,Iraq,IRQ,Buddhism,Other,0
2005,Mideast,Iraq,IRQ,Buddhism,Other,0
2010,Mideast,Iraq,IRQ,Buddhism,Other,0
1945,Mideast,Egypt,EGY,Buddhism,Other,0
1950,Mideast,Egypt,EGY,Buddhism,Other,0
1955,Mideast,Egypt,EGY,Buddhism,Other,0
1960,Mideast,Egypt,EGY,Buddhism,Other,0
1965,Mideast,Egypt,EGY,Buddhism,Other,0
1970,Mideast,Egypt,EGY,Buddhism,Other,0
1975,Mideast,Egypt,EGY,Buddhism,Other,0
1980,Mideast,Egypt,EGY,Buddhism,Other,0
1985,Mideast,Egypt,EGY,Buddhism,Other,0
1990,Mideast,Egypt,EGY,Buddhism,Other,0
1995,Mideast,Egypt,EGY,Buddhism,Other,0
2000,Mideast,Egypt,EGY,Buddhism,Other,0
2005,Mideast,Egypt,EGY,Buddhism,Other,0
2010,Mideast,Egypt,EGY,Buddhism,Other,0
1950,Mideast,Syria,SYR,Buddhism,Other,0
1955,Mideast,Syria,SYR,Buddhism,Other,0
1960,Mideast,Syria,SYR,Buddhism,Other,0
1965,Mideast,Syria,SYR,Buddhism,Other,0
1970,Mideast,Syria,SYR,Buddhism,Other,0
1975,Mideast,Syria,SYR,Buddhism,Other,0
1980,Mideast,Syria,SYR,Buddhism,Other,0
1985,Mideast,Syria,SYR,Buddhism,Other,0
1990,Mideast,Syria,SYR,Buddhism,Other,0
1995,Mideast,Syria,SYR,Buddhism,Other,0
2000,Mideast,Syria,SYR,Buddhism,Other,0
2005,Mideast,Syria,SYR,Buddhism,Other,0
2010,Mideast,Syria,SYR,Buddhism,Other,0
1945,Mideast,Lebanon,LEB,Buddhism,Other,0
1950,Mideast,Lebanon,LEB,Buddhism,Other,0
1955,Mideast,Lebanon,LEB,Buddhism,Other,0
1960,Mideast,Lebanon,LEB,Buddhism,Other,0
1965,Mideast,Lebanon,LEB,Buddhism,Other,0
1970,Mideast,Lebanon,LEB,Buddhism,Other,0
1975,Mideast,Lebanon,LEB,Buddhism,Other,0
1980,Mideast,Lebanon,LEB,Buddhism,Other,0
1985,Mideast,Lebanon,LEB,Buddhism,Other,0
1990,Mideast,Lebanon,LEB,Buddhism,Other,0
1995,Mideast,Lebanon,LEB,Buddhism,Other,0
2000,Mideast,Lebanon,LEB,Buddhism,Other,65640
2005,Mideast,Lebanon,LEB,Buddhism,Other,75018
2010,Mideast,Lebanon,LEB,Buddhism,Other,75000
1945,Mideast,Jordan,JOR,Buddhism,Other,0
1950,Mideast,Jordan,JOR,Buddhism,Other,0
1955,Mideast,Jordan,JOR,Buddhism,Other,0
1960,Mideast,Jordan,JOR,Buddhism,Other,0
1965,Mideast,Jordan,JOR,Buddhism,Other,0
1970,Mideast,Jordan,JOR,Buddhism,Other,0
1975,Mideast,Jordan,JOR,Buddhism,Other,0
1980,Mideast,Jordan,JOR,Buddhism,Other,0
1985,Mideast,Jordan,JOR,Buddhism,Other,0
1990,Mideast,Jordan,JOR,Buddhism,Other,0
1995,Mideast,Jordan,JOR,Buddhism,Other,0
2000,Mideast,Jordan,JOR,Buddhism,Other,0
2005,Mideast,Jordan,JOR,Buddhism,Other,0
2010,Mideast,Jordan,JOR,Buddhism,Other,0
1950,Mideast,Israel,ISR,Buddhism,Other,0
1955,Mideast,Israel,ISR,Buddhism,Other,0
1960,Mideast,Israel,ISR,Buddhism,Other,0
1965,Mideast,Israel,ISR,Buddhism,Other,0
1970,Mideast,Israel,ISR,Buddhism,Other,0
1975,Mideast,Israel,ISR,Buddhism,Other,0
1980,Mideast,Israel,ISR,Buddhism,Other,0
1985,Mideast,Israel,ISR,Buddhism,Other,0
1990,Mideast,Israel,ISR,Buddhism,Other,0
1995,Mideast,Israel,ISR,Buddhism,Other,0
2000,Mideast,Israel,ISR,Buddhism,Other,0
2005,Mideast,Israel,ISR,Buddhism,Other,0
2010,Mideast,Israel,ISR,Buddhism,Other,0
1945,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
1950,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
1955,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
1960,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
1965,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
1970,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
1975,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
1980,Mideast,Saudi Arabia,SAU,Buddhism,Other,5000
1985,Mideast,Saudi Arabia,SAU,Buddhism,Other,29000
1990,Mideast,Saudi Arabia,SAU,Buddhism,Other,53000
1995,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
2000,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
2005,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
2010,Mideast,Saudi Arabia,SAU,Buddhism,Other,0
1945,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1950,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1955,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1960,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1965,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1970,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1975,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1980,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1985,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1990,Mideast,Yemen Arab Republic,YAR,Buddhism,Other,0
1990,Mideast,Yemen,YEM,Buddhism,Other,0
1995,Mideast,Yemen,YEM,Buddhism,Other,0
2000,Mideast,Yemen,YEM,Buddhism,Other,0
2005,Mideast,Yemen,YEM,Buddhism,Other,0
2010,Mideast,Yemen,YEM,Buddhism,Other,0
1970,Mideast,Yemen People's Republic,YPR,Buddhism,Other,0
1975,Mideast,Yemen People's Republic,YPR,Buddhism,Other,0
1980,Mideast,Yemen People's Republic,YPR,Buddhism,Other,0
1985,Mideast,Yemen People's Republic,YPR,Buddhism,Other,0
1990,Mideast,Yemen People's Republic,YPR,Buddhism,Other,0
1960,Mideast,Kuwait,KUW,Buddhism,Other,0
1965,Mideast,Kuwait,KUW,Buddhism,Other,0
1970,Mideast,Kuwait,KUW,Buddhism,Other,0
1975,Mideast,Kuwait,KUW,Buddhism,Other,0
1980,Mideast,Kuwait,KUW,Buddhism,Other,0
1985,Mideast,Kuwait,KUW,Buddhism,Other,0
1990,Mideast,Kuwait,KUW,Buddhism,Other,0
1995,Mideast,Kuwait,KUW,Buddhism,Other,0
2000,Mideast,Kuwait,KUW,Buddhism,Other,0
2005,Mideast,Kuwait,KUW,Buddhism,Other,0
2010,Mideast,Kuwait,KUW,Buddhism,Other,0
1970,Mideast,Bahrain,BAH,Buddhism,Other,0
1975,Mideast,Bahrain,BAH,Buddhism,Other,0
1980,Mideast,Bahrain,BAH,Buddhism,Other,0
1985,Mideast,Bahrain,BAH,Buddhism,Other,0
1990,Mideast,Bahrain,BAH,Buddhism,Other,120
1995,Mideast,Bahrain,BAH,Buddhism,Other,0
2000,Mideast,Bahrain,BAH,Buddhism,Other,0
2005,Mideast,Bahrain,BAH,Buddhism,Other,0
2010,Mideast,Bahrain,BAH,Buddhism,Other,0
1970,Mideast,Qatar,QAT,Buddhism,Other,0
1975,Mideast,Qatar,QAT,Buddhism,Other,0
1980,Mideast,Qatar,QAT,Buddhism,Other,0
1985,Mideast,Qatar,QAT,Buddhism,Other,0
1990,Mideast,Qatar,QAT,Buddhism,Other,9000
1995,Mideast,Qatar,QAT,Buddhism,Other,0
2000,Mideast,Qatar,QAT,Buddhism,Other,12901
2005,Mideast,Qatar,QAT,Buddhism,Other,17760
2010,Mideast,Qatar,QAT,Buddhism,Other,36603
1970,Mideast,United Arab Emirates,UAE,Buddhism,Other,0
1975,Mideast,United Arab Emirates,UAE,Buddhism,Other,0
1980,Mideast,United Arab Emirates,UAE,Buddhism,Other,0
1985,Mideast,United Arab Emirates,UAE,Buddhism,Other,0
1990,Mideast,United Arab Emirates,UAE,Buddhism,Other,3600
1995,Mideast,United Arab Emirates,UAE,Buddhism,Other,0
2000,Mideast,United Arab Emirates,UAE,Buddhism,Other,4882
2005,Mideast,United Arab Emirates,UAE,Buddhism,Other,7990
2010,Mideast,United Arab Emirates,UAE,Buddhism,Other,22000
1970,Mideast,Oman,OMA,Buddhism,Other,0
1975,Mideast,Oman,OMA,Buddhism,Other,0
1980,Mideast,Oman,OMA,Buddhism,Other,0
1985,Mideast,Oman,OMA,Buddhism,Other,0
1990,Mideast,Oman,OMA,Buddhism,Other,13000
1995,Mideast,Oman,OMA,Buddhism,Other,0
2000,Mideast,Oman,OMA,Buddhism,Other,5400
2005,Mideast,Oman,OMA,Buddhism,Other,5140
2010,Mideast,Oman,OMA,Buddhism,Other,8900
1945,Mideast,Afghanistan,AFG,Buddhism,Other,1926
1950,Mideast,Afghanistan,AFG,Buddhism,Other,2195
1955,Mideast,Afghanistan,AFG,Buddhism,Other,2501
1960,Mideast,Afghanistan,AFG,Buddhism,Other,2807
1965,Mideast,Afghanistan,AFG,Buddhism,Other,3113
1970,Mideast,Afghanistan,AFG,Buddhism,Other,3419
1975,Mideast,Afghanistan,AFG,Buddhism,Other,3607
1980,Mideast,Afghanistan,AFG,Buddhism,Other,2700
1985,Mideast,Afghanistan,AFG,Buddhism,Other,2700
1990,Mideast,Afghanistan,AFG,Buddhism,Other,4169
1995,Mideast,Afghanistan,AFG,Buddhism,Other,4357
2000,Mideast,Afghanistan,AFG,Buddhism,Other,4544
2005,Mideast,Afghanistan,AFG,Buddhism,Other,4012
2010,Mideast,Afghanistan,AFG,Buddhism,Other,2500
1995,Asia,Turkmenistan,TKM,Buddhism,Other,580
2000,Asia,Turkmenistan,TKM,Buddhism,Other,573
2005,Asia,Turkmenistan,TKM,Buddhism,Other,677
2010,Asia,Turkmenistan,TKM,Buddhism,Other,722
1995,Asia,Tajikistan,TAJ,Buddhism,Other,3700
2000,Asia,Tajikistan,TAJ,Buddhism,Other,0
2005,Asia,Tajikistan,TAJ,Buddhism,Other,0
2010,Asia,Tajikistan,TAJ,Buddhism,Other,5600
1995,Asia,Kyrgyzstan,KYR,Buddhism,Other,18500
2000,Asia,Kyrgyzstan,KYR,Buddhism,Other,0
2005,Asia,Kyrgyzstan,KYR,Buddhism,Other,0
2010,Asia,Kyrgyzstan,KYR,Buddhism,Other,0
1995,Asia,Uzbekistan,UZB,Buddhism,Other,0
2000,Asia,Uzbekistan,UZB,Buddhism,Other,0
2005,Asia,Uzbekistan,UZB,Buddhism,Other,0
2010,Asia,Uzbekistan,UZB,Buddhism,Other,0
1995,Asia,Kazakhstan,KZK,Buddhism,Other,17200
2000,Asia,Kazakhstan,KZK,Buddhism,Other,0
2005,Asia,Kazakhstan,KZK,Buddhism,Other,0
2010,Asia,Kazakhstan,KZK,Buddhism,Other,0
1945,Asia,China,CHN,Buddhism,Other,48152000
1950,Asia,China,CHN,Buddhism,Other,51927524
1955,Asia,China,CHN,Buddhism,Other,52714081
1960,Asia,China,CHN,Buddhism,Other,53500638
1965,Asia,China,CHN,Buddhism,Other,54287195
1970,Asia,China,CHN,Buddhism,Other,55073752
1975,Asia,China,CHN,Buddhism,Other,76276919
1980,Asia,China,CHN,Buddhism,Other,97480085
1985,Asia,China,CHN,Buddhism,Other,118683252
1990,Asia,China,CHN,Buddhism,Other,139886419
1995,Asia,China,CHN,Buddhism,Other,161089585
2000,Asia,China,CHN,Buddhism,Other,102204641
2005,Asia,China,CHN,Buddhism,Other,164268711
2010,Asia,China,CHN,Buddhism,Other,169491958
1945,Asia,Mongolia,MON,Buddhism,Other,68354
1950,Asia,Mongolia,MON,Buddhism,Other,58905
1955,Asia,Mongolia,MON,Buddhism,Other,50762
1960,Asia,Mongolia,MON,Buddhism,Other,42619
1965,Asia,Mongolia,MON,Buddhism,Other,34476
1970,Asia,Mongolia,MON,Buddhism,Other,26333
1975,Asia,Mongolia,MON,Buddhism,Other,250228
1980,Asia,Mongolia,MON,Buddhism,Other,474122
1985,Asia,Mongolia,MON,Buddhism,Other,698017
1990,Asia,Mongolia,MON,Buddhism,Other,921911
1995,Asia,Mongolia,MON,Buddhism,Other,1145806
2000,Asia,Mongolia,MON,Buddhism,Other,1732962
2005,Asia,Mongolia,MON,Buddhism,Other,1850000
2010,Asia,Mongolia,MON,Buddhism,Other,1455388
1950,Asia,Taiwan,TAW,Buddhism,Other,1856750
1955,Asia,Taiwan,TAW,Buddhism,Other,2351060
1960,Asia,Taiwan,TAW,Buddhism,Other,2821760
1965,Asia,Taiwan,TAW,Buddhism,Other,3335840
1970,Asia,Taiwan,TAW,Buddhism,Other,3862520
1975,Asia,Taiwan,TAW,Buddhism,Other,4360500
1980,Asia,Taiwan,TAW,Buddhism,Other,4807350
1985,Asia,Taiwan,TAW,Buddhism,Other,5007080
1990,Asia,Taiwan,TAW,Buddhism,Other,5291780
1995,Asia,Taiwan,TAW,Buddhism,Other,5501921
2000,Asia,Taiwan,TAW,Buddhism,Other,5486000
2005,Asia,Taiwan,TAW,Buddhism,Other,7969500
2010,Asia,Taiwan,TAW,Buddhism,Other,5710455
1950,Asia,North Korea,PRK,Buddhism,Other,379520
1955,Asia,North Korea,PRK,Buddhism,Other,353920
1960,Asia,North Korea,PRK,Buddhism,Other,421000
1965,Asia,North Korea,PRK,Buddhism,Other,482440
1970,Asia,North Korea,PRK,Buddhism,Other,570520
1975,Asia,North Korea,PRK,Buddhism,Other,652040
1980,Asia,North Korea,PRK,Buddhism,Other,529980
1985,Asia,North Korea,PRK,Buddhism,Other,568260
1990,Asia,North Korea,PRK,Buddhism,Other,610890
1995,Asia,North Korea,PRK,Buddhism,Other,662910
2000,Asia,North Korea,PRK,Buddhism,Other,1100000
2005,Asia,North Korea,PRK,Buddhism,Other,1087233
2010,Asia,North Korea,PRK,Buddhism,Other,1116257
1950,Asia,South Korea,ROK,Buddhism,Other,2849980
1955,Asia,South Korea,ROK,Buddhism,Other,3427840
1960,Asia,South Korea,ROK,Buddhism,Other,4252040
1965,Asia,South Korea,ROK,Buddhism,Other,4853016
1970,Asia,South Korea,ROK,Buddhism,Other,5453992
1975,Asia,South Korea,ROK,Buddhism,Other,6348776
1980,Asia,South Korea,ROK,Buddhism,Other,7243560
1985,Asia,South Korea,ROK,Buddhism,Other,8151624
1990,Asia,South Korea,ROK,Buddhism,Other,9279818
1995,Asia,South Korea,ROK,Buddhism,Other,10408012
2000,Asia,South Korea,ROK,Buddhism,Other,10632237
2005,Asia,South Korea,ROK,Buddhism,Other,10856463
2010,Asia,South Korea,ROK,Buddhism,Other,11022677
1945,Asia,Japan,JPN,Buddhism,Other,49081430
1950,Asia,Japan,JPN,Buddhism,Other,59852100
1955,Asia,Japan,JPN,Buddhism,Other,62014000
1960,Asia,Japan,JPN,Buddhism,Other,65251200
1965,Asia,Japan,JPN,Buddhism,Other,68566400
1970,Asia,Japan,JPN,Buddhism,Other,72382100
1975,Asia,Japan,JPN,Buddhism,Other,79016830
1980,Asia,Japan,JPN,Buddhism,Other,85269110
1985,Asia,Japan,JPN,Buddhism,Other,90127750
1990,Asia,Japan,JPN,Buddhism,Other,92138500
1995,Asia,Japan,JPN,Buddhism,Other,92849280
2000,Asia,Japan,JPN,Buddhism,Other,83732611
2005,Asia,Japan,JPN,Buddhism,Other,89000000
2010,Asia,Japan,JPN,Buddhism,Other,88035713
1950,Asia,India,IND,Buddhism,Other,2386231
1955,Asia,India,IND,Buddhism,Other,180767
1960,Asia,India,IND,Buddhism,Other,3206000
1965,Asia,India,IND,Buddhism,Other,3495246
1970,Asia,India,IND,Buddhism,Other,3784493
1975,Asia,India,IND,Buddhism,Other,4705311
1980,Asia,India,IND,Buddhism,Other,5626130
1985,Asia,India,IND,Buddhism,Other,5400000
1990,Asia,India,IND,Buddhism,Other,5950000
1995,Asia,India,IND,Buddhism,Other,9159710
2000,Asia,India,IND,Buddhism,Other,7955207
2005,Asia,India,IND,Buddhism,Other,8598398
2010,Asia,India,IND,Buddhism,Other,9241589
1975,Asia,Bhutan,BHU,Buddhism,Other,842070
1980,Asia,Bhutan,BHU,Buddhism,Other,850450
1985,Asia,Bhutan,BHU,Buddhism,Other,1049230
1990,Asia,Bhutan,BHU,Buddhism,Other,1213370
1995,Asia,Bhutan,BHU,Buddhism,Other,1378300
2000,Asia,Bhutan,BHU,Buddhism,Other,0
2005,Asia,Bhutan,BHU,Buddhism,Other,0
2010,Asia,Bhutan,BHU,Buddhism,Other,0
1950,Asia,Pakistan,PAK,Buddhism,Other,198000
1955,Asia,Pakistan,PAK,Buddhism,Other,258500
1960,Asia,Pakistan,PAK,Buddhism,Other,310000
1965,Asia,Pakistan,PAK,Buddhism,Other,161669
1970,Asia,Pakistan,PAK,Buddhism,Other,4338
1975,Asia,Pakistan,PAK,Buddhism,Other,3369
1980,Asia,Pakistan,PAK,Buddhism,Other,2400
1985,Asia,Pakistan,PAK,Buddhism,Other,38700
1990,Asia,Pakistan,PAK,Buddhism,Other,75000
1995,Asia,Pakistan,PAK,Buddhism,Other,85697
2000,Asia,Pakistan,PAK,Buddhism,Other,90000
2005,Asia,Pakistan,PAK,Buddhism,Other,88548
2010,Asia,Pakistan,PAK,Buddhism,Other,96880
1975,Asia,Bangladesh,BNG,Buddhism,Other,394805
1980,Asia,Bangladesh,BNG,Buddhism,Other,530000
1985,Asia,Bangladesh,BNG,Buddhism,Other,593015
1990,Asia,Bangladesh,BNG,Buddhism,Other,656030
1995,Asia,Bangladesh,BNG,Buddhism,Other,650902
2000,Asia,Bangladesh,BNG,Buddhism,Other,645775
2005,Asia,Bangladesh,BNG,Buddhism,Other,764759
2010,Asia,Bangladesh,BNG,Buddhism,Other,883744
1950,Asia,Myanmar,MYA,Buddhism,Other,0
1955,Asia,Myanmar,MYA,Buddhism,Other,0
1960,Asia,Myanmar,MYA,Buddhism,Other,0
1965,Asia,Myanmar,MYA,Buddhism,Other,0
1970,Asia,Myanmar,MYA,Buddhism,Other,0
1975,Asia,Myanmar,MYA,Buddhism,Other,0
1980,Asia,Myanmar,MYA,Buddhism,Other,0
1985,Asia,Myanmar,MYA,Buddhism,Other,0
1990,Asia,Myanmar,MYA,Buddhism,Other,0
1995,Asia,Myanmar,MYA,Buddhism,Other,0
2000,Asia,Myanmar,MYA,Buddhism,Other,0
2005,Asia,Myanmar,MYA,Buddhism,Other,0
2010,Asia,Myanmar,MYA,Buddhism,Other,0
1950,Asia,Sri Lanka,SRI,Buddhism,Other,4896154
1955,Asia,Sri Lanka,SRI,Buddhism,Other,5669950
1960,Asia,Sri Lanka,SRI,Buddhism,Other,6427850
1965,Asia,Sri Lanka,SRI,Buddhism,Other,7479780
1970,Asia,Sri Lanka,SRI,Buddhism,Other,8433620
1975,Asia,Sri Lanka,SRI,Buddhism,Other,9392060
1980,Asia,Sri Lanka,SRI,Buddhism,Other,10050200
1985,Asia,Sri Lanka,SRI,Buddhism,Other,11160000
1990,Asia,Sri Lanka,SRI,Buddhism,Other,11650720
1995,Asia,Sri Lanka,SRI,Buddhism,Other,12447280
2000,Asia,Sri Lanka,SRI,Buddhism,Other,0
2005,Asia,Sri Lanka,SRI,Buddhism,Other,0
2010,Asia,Sri Lanka,SRI,Buddhism,Other,0
1965,Asia,Maldives,MAD,Buddhism,Other,0
1970,Asia,Maldives,MAD,Buddhism,Other,0
1975,Asia,Maldives,MAD,Buddhism,Other,1310
1980,Asia,Maldives,MAD,Buddhism,Other,1580
1985,Asia,Maldives,MAD,Buddhism,Other,1840
1990,Asia,Maldives,MAD,Buddhism,Other,1100
1995,Asia,Maldives,MAD,Buddhism,Other,1474
2000,Asia,Maldives,MAD,Buddhism,Other,1200
2005,Asia,Maldives,MAD,Buddhism,Other,1233
2010,Asia,Maldives,MAD,Buddhism,Other,1331
1945,Asia,Nepal,NEP,Buddhism,Other,1064500
1950,Asia,Nepal,NEP,Buddhism,Other,1146203
1955,Asia,Nepal,NEP,Buddhism,Other,1082566
1960,Asia,Nepal,NEP,Buddhism,Other,1018930
1965,Asia,Nepal,NEP,Buddhism,Other,1123210
1970,Asia,Nepal,NEP,Buddhism,Other,1330576
1975,Asia,Nepal,NEP,Buddhism,Other,1530200
1980,Asia,Nepal,NEP,Buddhism,Other,1756080
1985,Asia,Nepal,NEP,Buddhism,Other,1958880
1990,Asia,Nepal,NEP,Buddhism,Other,1992210
1995,Asia,Nepal,NEP,Buddhism,Other,2574720
2000,Asia,Nepal,NEP,Buddhism,Other,2584440
2005,Asia,Nepal,NEP,Buddhism,Other,2490269
2010,Asia,Nepal,NEP,Buddhism,Other,2396099
1945,Asia,Thailand,THI,Buddhism,Other,15302760
1950,Asia,Thailand,THI,Buddhism,Other,17807850
1955,Asia,Thailand,THI,Buddhism,Other,2185040
1960,Asia,Thailand,THI,Buddhism,Other,24503000
1965,Asia,Thailand,THI,Buddhism,Other,28102750
1970,Asia,Thailand,THI,Buddhism,Other,32912056
1975,Asia,Thailand,THI,Buddhism,Other,38050790
1980,Asia,Thailand,THI,Buddhism,Other,42513380
1985,Asia,Thailand,THI,Buddhism,Other,45906200
1990,Asia,Thailand,THI,Buddhism,Other,48579930
1995,Asia,Thailand,THI,Buddhism,Other,52866890
2000,Asia,Thailand,THI,Buddhism,Other,0
2005,Asia,Thailand,THI,Buddhism,Other,0
2010,Asia,Thailand,THI,Buddhism,Other,0
1955,Asia,Cambodia,CAM,Buddhism,Other,4162400
1960,Asia,Cambodia,CAM,Buddhism,Other,4723710
1965,Asia,Cambodia,CAM,Buddhism,Other,5400075
1970,Asia,Cambodia,CAM,Buddhism,Other,6100420
1975,Asia,Cambodia,CAM,Buddhism,Other,6104280
1980,Asia,Cambodia,CAM,Buddhism,Other,375180
1985,Asia,Cambodia,CAM,Buddhism,Other,0
1990,Asia,Cambodia,CAM,Buddhism,Other,0
1995,Asia,Cambodia,CAM,Buddhism,Other,491800
2000,Asia,Cambodia,CAM,Buddhism,Other,62540
2005,Asia,Cambodia,CAM,Buddhism,Other,31270
2010,Asia,Cambodia,CAM,Buddhism,Other,0
1955,Asia,Laos,LAO,Buddhism,Other,1179000
1960,Asia,Laos,LAO,Buddhism,Other,1402200
1965,Asia,Laos,LAO,Buddhism,Other,1499670
1970,Asia,Laos,LAO,Buddhism,Other,1637377
1975,Asia,Laos,LAO,Buddhism,Other,1632960
1980,Asia,Laos,LAO,Buddhism,Other,1698650
1985,Asia,Laos,LAO,Buddhism,Other,1868880
1990,Asia,Laos,LAO,Buddhism,Other,2143020
1995,Asia,Laos,LAO,Buddhism,Other,2538640
2000,Asia,Laos,LAO,Buddhism,Other,0
2005,Asia,Laos,LAO,Buddhism,Other,0
2010,Asia,Laos,LAO,Buddhism,Other,0
1955,Asia,Vietnam,DRV,Buddhism,Other,1490500
1960,Asia,Vietnam,DRV,Buddhism,Other,2093000
1965,Asia,Vietnam,DRV,Buddhism,Other,2280000
1970,Asia,Vietnam,DRV,Buddhism,Other,2503500
1975,Asia,Vietnam,DRV,Buddhism,Other,3162880
1980,Asia,Vietnam,DRV,Buddhism,Other,4835880
1985,Asia,Vietnam,DRV,Buddhism,Other,5388480
1990,Asia,Vietnam,DRV,Buddhism,Other,5960970
1995,Asia,Vietnam,DRV,Buddhism,Other,6641370
2000,Asia,Vietnam,DRV,Buddhism,Other,39916000
2005,Asia,Vietnam,DRV,Buddhism,Other,0
2010,Asia,Vietnam,DRV,Buddhism,Other,0
1955,Asia,Republic of Vietnam,RVN,Buddhism,Other,6458400
1960,Asia,Republic of Vietnam,RVN,Buddhism,Other,8372000
1965,Asia,Republic of Vietnam,RVN,Buddhism,Other,8382400
1970,Asia,Republic of Vietnam,RVN,Buddhism,Other,9531600
1960,Asia,Malaysia,MAL,Buddhism,Other,500000
1965,Asia,Malaysia,MAL,Buddhism,Other,578324
1970,Asia,Malaysia,MAL,Buddhism,Other,656648
1975,Asia,Malaysia,MAL,Buddhism,Other,773324
1980,Asia,Malaysia,MAL,Buddhism,Other,890000
1985,Asia,Malaysia,MAL,Buddhism,Other,1097670
1990,Asia,Malaysia,MAL,Buddhism,Other,3233048
1995,Asia,Malaysia,MAL,Buddhism,Other,3765398
2000,Asia,Malaysia,MAL,Buddhism,Other,4226360
